db_id,entry_id,example_group,lang,num,text,tr_ru,tr_en
example_d572e124,entry_nartxor,exampleGrp_d572e122,,,"Bibo syn radta dywwæ puty bærc nartxory ʽssad, īw ḱysyl mænæwy ʽssad","Бибо дал им около двух пудов кукурузной муки, немного пшеничной муки","Bibo gave them around two poods (ca. 32 kg) of maize flour, a bit of wheat flour"
example_d572e173,entry_nartxor,exampleGrp_d572e122,os-x-digor,,"lævardtoncæ in ka æxca, ka mænæwæ, ka nartixwar, ka ændær esti","давали ему — кто деньги, кто пшеницу, кто кукурузу, кто что-нибудь другое","they gave him: some people (lit. who), money, some people, wheat, some people, maize, some people, something else"
example_d572e210,entry_nartxor,exampleGrp_d572e122,os-x-digor,,"cʼewtæ… nantixwari kærʒini mortæ xwardtoncæ, minasæ si kodtoncæ","птички ели крошки кукурузного хлеба, угощались ими","the birds ate crumbs of cornbread, treated themselves to them"
example_d574e118,entry_kʼ0ypx,exampleGrp_d574e116,,,"Altæncæqi mæsugmæ bakastæncæ ma din omi ba i osæ kʼumæl cæǧduj, ma kʼupxitæ ku ralæmaridæ, wædta sæ artbæl bakalidæ, ma sæ fur soræj ciraǧaw iscæfsioncæ","посмотрели в башню Алтанцака, а там женщина мешает брагу и когда выжимает осадки, то кидает их в огонь, и от сильной сухости они вспыхивают, как свеча","they looked into the tower of Altanzak, and there a woman was stirring the wash and when she squeezes the sediment out, she throws it into the fire, and it flashes like a candle from extreme dryness"
example_d574e137,entry_kʼ0ypx,exampleGrp_d574e116,os-x-digor,,ærǧaw ærkʼupxæncæ donbæl æma bonasadæn kodtoncæ,стадо скучилось в реке и полуденничало,at the afternoon the herd had crowded in the river and was eating
example_d574e159,entry_kʼ0ypx,exampleGrp_d574e116,os-x-digor,,sinxi ostitæ ew xæʒærttæj eske razi bakʼupxæ wioncæ,женщины из околотка собирались в кучу перед каким-нибудь из домов,women from the neighborhood would gather together in front of one of the houses
example_d578e141,entry_gæn,exampleGrp_d578e139,,,racʼonmæ gæny kʼūx,у рачинца (жителя Рачи в Грузии) связка конопли,a Racha man (from Rachi in Georgia) has a bunch of cannabis
example_d579e137,entry_7lxyncʼ,exampleGrp_d579e135,,,sarǧy bæxæn jæ kʼæʒīl ælxyncʼ kænync,у верховой лошади хвост завязывают узлом,they tie a riding horse’s tail in a knot
example_d579e176,entry_7lxyncʼ,exampleGrp_d579e135,os-x-digor,,"zajgæ gængæj i osæbæl bæmpægi xalæ ralxitæ kænuncæ; ci bon zaja, eci bon eci ælxitæ rajxaluncæ: a kud ræxgi rajxældæj, otæ ræxgi razajæ zæǧgæ","в период родов над женщиной завязывают узлами бумажную нить; в день родов эти узлы развязывают, говоря: как скоро развязались эти (узлы), так скоро ты роди","during child-bearing a paper thread is tied into knots over a woman’s head; in the day of giving birth these knots are untied with the wrods: as quickly these (knots) were untied, so quickly give birth"
example_d579e213,entry_7lxyncʼ,exampleGrp_d579e135,os-x-digor,,ficcag cans nilxij æj,прежняя петля окончательно стянулась узлом,the former loop finally tied into a knot
example_d579e240,entry_7lxyncʼ,exampleGrp_d579e135,os-x-digor,,kalm… ælxincʼæg ærxustæj tumbul,"змея, свернувшись узлом, лежала, как ком","the snake, coiled up into a knot, lied down like a lump"
example_d581e94,entry_ǵelbet,exampleGrp_d581e92,os-x-digor,,cardæj issirdtaj kelbet,(своей) жизнью ты нашел достоинство,you found dignity with (your) life
example_d582e96,entry_Nasran,exampleGrp_d582e95,,,"xæjræǵytæ, wæjg˳ytæ æmæ zædtæ dær wydysty Nasran-ældary æfsady","черти, уаюги и зэды (божества) были также в войске Насран-алдара","devils, wayugs and zeds (deities) were also in the army of Nasran-aldar"
example_d582e121,entry_Nasran,exampleGrp_d582e95,os-x-digor,,Aci furt Acæmæz randæj Nasiran-ældari fæste,сын Аца Ацамаз последовал за Насран-алдаром,Atsaʼs son Atsamaz followed Nasran-aldar
example_d584e93,entry_ragmard,exampleGrp_d584e91,os-x-digor,,"arfæj xæssæ æ nomi, ʒæǧgæj ragmardæn roxsag","с благодарностью неси его имя, говоря рано умершему «roxsag»","bear his name with gratitude, saying roxsag to the early deceased"
example_d585e86,entry_q0yrtt,exampleGrp_d585e84,,,"ajræz, bajræz, mæ xūr, akæn ʒīʒījy q˳yrtt","расти, расти, мое солнышко, сделай глоток из (моего) сосца","grow, grow, my sunshine, take a sip from (my) nipple"
example_d585e109,entry_q0yrtt,exampleGrp_d585e84,os-x-digor,,"cardi sojnæ æ ǧælæsmæ wadæj, æma ʽj Mæxæmætmollo dær qurd kænun, niqwarun færazta","соки жизни текли ему в глотку, и мулла Махамат умел их глотать, поглощать","the juices of life flowed down his throat, and Mullah Mahamat knew how to swallow them, absorb them"
example_d586e84,entry_færīnk,exampleGrp_d586e82,,,"hæjt, mæ færīnk!","гей, моя франкская сабля!","hey, my %sfærīnk%s!"
example_d586e99,entry_færīnk,exampleGrp_d586e82,,,næ alyg kænʒæn ūrs færīnk!,еще бы не разрезала белая франкская сабля!,as if the white %sfærīnk%s could not cut it!
example_d586e118,entry_færīnk,exampleGrp_d586e82,,,"Narty qæwy fæbycæw ysty: ḱī aftæ — Saw Saryǵy kard færīnk ū, ḱī aftæ — tesmel, kī aftæ — gorda, ḱī aftæ — ḱyzǵyty kond, ḱī aftæ — qanʒal ū","в селении Нартов заспорили: кто говорил, что сабля Сау Сарыга — %sфаринк%s, кто — %sтесмел%s, кто — %sгорда%s, кто — что она сделана девами, кто — %sкандзал%s","in the Nart village there was an argument: some people said that the saber of Sau Saryg is %sfærīnk%s, some said that it is %tesmel%, some said that it is %sgorda%s, some said that it was made by young women, some said that it is %sqanʒal%s"
example_d587e88,entry_æfxælyn,exampleGrp_d587e86,,,mæ bæxæn jæ raǧ afxældī,у моей лошади натерло спину,my horse has rubbed his back
example_d587e103,entry_æfxælyn,exampleGrp_d587e86,os-x-digor,,kʼæxtæ c’ifæj æfxwæluncæ,ноги от грязи разъедаются,feet are corroded by dirt
example_d587e125,entry_æfxælyn,exampleGrp_d587e86,os-x-digor,,ræstæg nifxældæj,погода испортилась,the weather turned bad
example_d588e100,entry_ærdxæræn,exampleGrp_d588e98,,,"adæmæn mæ ærdxæræn, æmbīsond ma fækæn","не делай меня позорищем, притчей для народа","do not put me to shame, do not make a parable for prople of me"
example_d588e119,entry_ærdxæræn,exampleGrp_d588e98,,,Beci… wæjmæ ærxasta īw ærdxæræny qyrimag,Беци принес для продажи одно прославленное крымское ружье,Beci brought one famous Crimean gun for sale
example_d588e138,entry_ærdxæræn,exampleGrp_d588e98,,,"ærdxæræn baræg wydī Sālǵenyq, īwyl ærdxæræn ta jæ saw arabbag bæx","прославленным наездником был Салдженук, а еще прославленнее был его вороной арабский конь","Salgenuk was famouse horseman, and his black Arabian horse was even more famous"
example_d589e137,entry_kʼaxyr,exampleGrp_d589e135,,,mæ kard Xæmycy dændægtyl fækʼaxyr īs,мой меч зазубрился о зубы Хамица,my sword got serrated on Khamits’s teeth
example_d590e97,entry_fæsmon,exampleGrp_d590e95,,,"fæsmon fækæna …, dæw ḱī nyjjardta","пусть раскается та, которая тебя родила",let the one who gave birth to you repent
example_d590e116,entry_fæsmon,exampleGrp_d590e95,,,ma fæfæsmon kæ!,нe раскаивайся!,do not repent!
example_d590e135,entry_fæsmon,exampleGrp_d590e95,,,nymmæl myn fæsmonæj,умри от раскаяния,die of remorse
example_d590e154,entry_fæsmon,exampleGrp_d590e95,,,…stæj næm fastaǵy bon ærcæwy fæsmon,…потом к нам напоследок приходит сожаление,… then regret comes to us at last
example_d590e173,entry_fæsmon,exampleGrp_d590e95,,,(bīræg) jæ rædyddytyl ærfæsmon kodta,(волк) пожалел о своих ошибках,(the wolf) regretted his mistakes
example_d590e193,entry_fæsmon,exampleGrp_d590e95,,,raǵy badag — ævæsmon,рано встающий не раскается,early risers will not repent
example_d590e208,entry_fæsmon,exampleGrp_d590e95,os-x-digor,,warzun alkedær ævæsmonæj,я люблю всех и не раскаиваюсь (в этом),I love everyone and do not regret it
example_d592e127,entry_qaryn_2,exampleGrp_d592e125,,,dūrynæj don qary,из кувшина сочится вода,water is oozing from a jug
example_d592e145,entry_qaryn_2,exampleGrp_d592e125,,,ʒyrd æm næ qary,слово на него не действует,words do not work on him
example_d592e163,entry_qaryn_2,exampleGrp_d592e125,,,"xīldasæg… gyccyl k˳y fezmælyn kæny særdasæn, wæd ta tūg raqary","как только цирюльник чуть шевельнет бритвой, так выступает кровь","as soon as the barber moves the razor a little, the blood comes out"
example_d592e186,entry_qaryn_2,exampleGrp_d592e125,,,"kæd dæ army tʼæpænæj æxsyr cæwa, wæd ūj zon, æz ūdægas dæn; kæd dæ army tʼæpænæj tūg ysqara, wæd ūj zon, æz ūdægas nal dæn","если из твоей ладони пойдет молоко, то знай, что я жив; если из твоей ладони выступит кровь, то знай, что меня уже нет в живых","if milk comes out of your palm, then know that I am alive; if blood comes out of your palm, then know that I am no longer alive"
example_d592e209,entry_qaryn_2,exampleGrp_d592e125,,,īskæmæ baqaræd adæmy qyg,пусть кто-нибудь проникнется народным горем,let someone feel the people’s grief
example_d592e233,entry_qaryn_2,exampleGrp_d592e125,os-x-digor,,rast ʒurd baǧardta særdarmæ,правдивое слово подействовало на председателя,the truthful word had an effect on the chairman
example_d592e259,entry_qaryn_2,exampleGrp_d592e125,,,"pysyratæ je ʽrtty awwærsta æmæ sæ don k˳y raqardta, wæd sæ adǵynæn xæryn rajdydta","он помял в руках крапиву и, когда выступил ее сок, стал с аппетитом ее есть","he crushed the nettle in his hands and, when its juice came out, began to eat it with appetite"
example_d592e282,entry_qaryn_2,exampleGrp_d592e125,,,nīcy jæm qary,ничего на него не действует,nothing works on him
example_d592e312,entry_qaryn_2,exampleGrp_d592e125,,,fal walinmæ zærond læg æxwædæg kʼælkʼælæj xodun bajdædta; ævæccægæn æxemæ dær baǧardta,"но тут старик стал сам хохотать; видимо, его самого разобрало","but then the old man burst out laughing; apparently, he himself was affected as well"
